"indice","estado","condicion","alcance","mecanismo","perdida","tiempo_wall_s","tiempo_cpu_s","cpu_user_s","cpu_sys_s","mem_rss_mb","gpu_mem_mb","particion","plataforma"
26,"1000000000","0111111111","0101010101","0101010101",0.015625,0.047614,0.047973,0.047973,0.0,0.0,0.0,"⎛ J ⎞⎛  B,D,F,H  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
27,"1000000000","0111111111","0101010101","1010101010",0.021484,0.016183,0.016273,0.016264,9e-06,0.0,0.0,"⎛ B ⎞⎛ D,F,H,J ⎞\n⎝ ∅ ⎠⎝ C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
28,"1000000000","0111111111","1010101010","1111111111",0.478516,0.053841,0.054151,0.054071,8e-05,0.0,0.0,"⎛ E ⎞⎛       C,G,I       ⎞\n⎝ ∅ ⎠⎝ B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
29,"1000000000","0111111111","1010101010","0111011101",0.001953,0.058116,0.058573,0.058535,3.8e-05,0.0,0.0,"⎛ C ⎞⎛     E,G,I     ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
30,"1000000000","0111111111","1010101010","0101010101",0.064453,0.049092,0.049386,0.049369,1.7e-05,0.0,0.0,"⎛ I ⎞⎛   C,E,G   ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
31,"1000000000","0111111111","1010101010","1010101010",0.001953,0.016788,0.016851,0.016851,0.0,0.0,0.0,"⎛ C ⎞⎛  E,G,I  ⎞\n⎝ ∅ ⎠⎝ C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
32,"1000000000","1111111110","1111111111","1111111111",0.458984,0.094046,0.094476,0.090539,0.003937,0.0,0.0,"⎛ E ⎞⎛  A,B,C,D,F,G,H,I  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
33,"1000000000","1111111110","1111111111","0111011101",0.035156,0.082003,0.082556,0.082522,3.4e-05,0.0,0.0,"⎛ C ⎞⎛ A,B,D,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝   B,C,D,F,G,H   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
34,"1000000000","1111111110","1111111111","0101010101",0.0,0.066097,0.06662,0.058656,0.007964,0.0,0.0,"⎛ G ⎞⎛ A,B,C,D,E,F,H,I ⎞\n⎝ ∅ ⎠⎝     B,D,F,H     ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
35,"1000000000","1111111110","1111111111","1010101010",0.001953,0.055604,0.055928,0.055928,0.0,0.0,0.0,"⎛ B ⎞⎛ A,C,D,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝    A,C,E,G,I    ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
36,"1000000000","1111111110","0111011101","1111111111",0.464844,0.068345,0.068746,0.068746,0.0,0.0,0.0,"⎛ C ⎞⎛     B,D,F,G,H     ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
37,"1000000000","1111111110","0111011101","0111011101",0.035156,0.04085,0.041105,0.041105,0.0,0.0,0.0,"⎛ C ⎞⎛  B,D,F,G,H  ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
38,"1000000000","1111111110","0111011101","0101010101",0.0,0.02517,0.025258,0.025258,0.0,0.0,0.0,"⎛ G ⎞⎛ B,C,D,F,H ⎞\n⎝ ∅ ⎠⎝  B,D,F,H  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
39,"1000000000","1111111110","0111011101","1010101010",0.001953,0.040921,0.041125,0.041125,0.0,0.0,0.0,"⎛ B ⎞⎛ C,D,F,G,H ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
40,"1000000000","1111111110","0101010101","1111111111",0.464844,0.048902,0.049147,0.049147,0.0,0.0,0.0,"⎛ H ⎞⎛       B,D,F       ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
41,"1000000000","1111111110","0101010101","0111011101",0.035156,0.038886,0.039339,0.039339,0.0,0.0,0.0,"⎛ H ⎞⎛    B,D,F    ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
42,"1000000000","1111111110","0101010101","0101010101",0.003906,0.019639,0.019733,0.019733,0.0,0.0,0.0,"⎛ H ⎞⎛  B,D,F  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
43,"1000000000","1111111110","0101010101","1010101010",0.001953,0.027115,0.027277,0.027277,0.0,0.0,0.0,"⎛ B ⎞⎛   D,F,H   ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
44,"1000000000","1111111110","1010101010","1111111111",0.458984,0.072516,0.073072,0.073041,3.1e-05,0.0,0.0,"⎛ E ⎞⎛      A,C,G,I      ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
45,"1000000000","1111111110","1010101010","0111011101",0.035156,0.054681,0.054954,0.054842,0.000112,0.0,0.0,"⎛ C ⎞⎛   A,E,G,I   ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
46,"1000000000","1111111110","1010101010","0101010101",0.0,0.044597,0.044899,0.044899,0.0,0.0,0.0,"⎛ G ⎞⎛ A,C,E,I ⎞\n⎝ ∅ ⎠⎝ B,D,F,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
47,"1000000000","1111111110","1010101010","1010101010",0.027344,0.035063,0.035253,0.035253,0.0,0.0,0.0,"⎛ I ⎞⎛  A,C,E,G  ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
48,"1010101010","1111111111","1111111111","1111111111",0.478516,0.13021,0.130604,0.130604,0.0,0.0,0.0,"⎛ E ⎞⎛  A,B,C,D,F,G,H,I,J  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
49,"1010101010","1111111111","1111111111","0111011101",0.016602,0.097577,0.098046,0.098046,0.0,0.0,0.0,"⎛ H ⎞⎛ A,B,C,D,E,F,G,I,J ⎞\n⎝ ∅ ⎠⎝   B,C,D,F,G,H,J   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
50,"1010101010","1111111111","1111111111","0101010101",0.000977,0.088847,0.089418,0.089418,0.0,0.0,0.0,"⎛ F ⎞⎛ A,B,C,D,E,G,H,I,J ⎞\n⎝ ∅ ⎠⎝     B,D,F,H,J     ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
51,"1010101010","1111111111","1111111111","1010101010",0.016602,0.075104,0.075706,0.075706,0.0,0.0,0.0,"⎛ A ⎞⎛ B,C,D,E,F,G,H,I,J ⎞\n⎝ ∅ ⎠⎝     A,C,E,G,I     ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
52,"1010101010","1111111111","0111011101","1111111111",0.490234,0.091693,0.092185,0.092185,0.0,0.0,0.0,"⎛ B ⎞⎛     C,D,F,G,H,J     ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
53,"1010101010","1111111111","0111011101","0111011101",0.016602,0.069684,0.070217,0.066227,0.00399,0.0,0.0,"⎛ H ⎞⎛  B,C,D,F,G,J  ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
54,"1010101010","1111111111","0111011101","0101010101",0.000977,0.045417,0.04566,0.045608,5.2e-05,0.0,0.0,"⎛ F ⎞⎛ B,C,D,G,H,J ⎞\n⎝ ∅ ⎠⎝  B,D,F,H,J  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
55,"1010101010","1111111111","0111011101","1010101010",0.030273,0.044817,0.045313,0.041413,0.0039,0.0,0.0,"⎛ J ⎞⎛ B,C,D,F,G,H ⎞\n⎝ ∅ ⎠⎝  A,C,E,G,I  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
56,"1010101010","1111111111","0101010101","1111111111",0.490234,0.075834,0.07628,0.07628,0.0,0.0,0.0,"⎛ B ⎞⎛       D,F,H,J       ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
57,"1010101010","1111111111","0101010101","0111011101",0.016602,0.055478,0.055782,0.055782,0.0,0.0,0.0,"⎛ H ⎞⎛    B,D,F,J    ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
58,"1010101010","1111111111","0101010101","0101010101",0.000977,0.034986,0.035333,0.035333,0.0,0.0,0.0,"⎛ F ⎞⎛  B,D,H,J  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
59,"1010101010","1111111111","0101010101","1010101010",0.030273,0.02143,0.021543,0.021543,0.0,0.0,0.0,"⎛ J ⎞⎛  B,D,F,H  ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
60,"1010101010","1111111111","1010101010","1111111111",0.464844,0.065484,0.065899,0.065899,0.0,0.0,0.0,"⎛ E ⎞⎛      A,C,G,I      ⎞\n⎝ C ⎠⎝ A,B,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
61,"1010101010","1111111111","1010101010","0111011101",0.020508,0.038017,0.03829,0.03829,0.0,0.0,0.0,"⎛ C ⎞⎛    A,E,G,I    ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
62,"1010101010","1111111111","1010101010","0101010101",0.008789,0.040996,0.041357,0.041357,0.0,0.0,0.0,"⎛ G ⎞⎛  A,C,E,I  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
63,"1010101010","1111111111","1010101010","1010101010",0.016602,0.035051,0.035348,0.035348,0.0,0.0,0.0,"⎛ A ⎞⎛  C,E,G,I  ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
64,"1010101010","0111111111","1111111111","1111111111",0.478516,0.103814,0.104178,0.104178,0.0,0.0,0.0,"⎛ E ⎞⎛  B,C,D,F,G,H,I,J  ⎞\n⎝ ∅ ⎠⎝ B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
65,"1010101010","0111111111","1111111111","0111011101",0.001953,0.097816,0.09834,0.094407,0.003933,0.0,0.0,"⎛ C ⎞⎛ B,D,E,F,G,H,I,J ⎞\n⎝ ∅ ⎠⎝  B,C,D,F,G,H,J  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
66,"1010101010","0111111111","1111111111","0101010101",0.015625,0.076646,0.077006,0.076979,2.7e-05,0.0,0.0,"⎛ J ⎞⎛ B,C,D,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝    B,D,F,H,J    ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
67,"1010101010","0111111111","1111111111","1010101010",0.015625,0.055167,0.055334,0.051266,0.004068,0.0,0.0,"⎛ J ⎞⎛ B,C,D,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝     C,E,G,I     ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
68,"1010101010","0111111111","0111011101","1111111111",0.490234,0.090024,0.090387,0.090387,0.0,0.0,0.0,"⎛ B ⎞⎛    C,D,F,G,H,J    ⎞\n⎝ ∅ ⎠⎝ B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
69,"1010101010","0111111111","0111011101","0111011101",0.001953,0.133688,0.134417,0.118497,0.01592,0.0,0.0,"⎛ C ⎞⎛  B,D,F,G,H,J  ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
70,"1010101010","0111111111","0111011101","0101010101",0.015625,0.053653,0.053949,0.053949,0.0,0.0,0.0,"⎛ J ⎞⎛ B,C,D,F,G,H ⎞\n⎝ ∅ ⎠⎝  B,D,F,H,J  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
71,"1010101010","0111111111","0111011101","1010101010",0.015625,0.028914,0.029081,0.029081,0.0,0.0,0.0,"⎛ J ⎞⎛ B,C,D,F,G,H ⎞\n⎝ ∅ ⎠⎝   C,E,G,I   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
72,"1010101010","0111111111","0101010101","1111111111",0.490234,0.068909,0.069325,0.069325,0.0,0.0,0.0,"⎛ B ⎞⎛      D,F,H,J      ⎞\n⎝ ∅ ⎠⎝ B,C,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
73,"1010101010","0111111111","0101010101","0111011101",0.240234,0.062827,0.063142,0.059346,0.003796,0.0,0.0,"⎛ B ⎞⎛    D,F,H,J    ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
74,"1010101010","0111111111","0101010101","0101010101",0.015625,0.040806,0.041096,0.041096,0.0,0.0,0.0,"⎛ J ⎞⎛  B,D,F,H  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
75,"1010101010","0111111111","0101010101","1010101010",0.015625,0.019076,0.019151,0.019151,0.0,0.0,0.0,"⎛ J ⎞⎛ B,D,F,H ⎞\n⎝ ∅ ⎠⎝ C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
76,"1010101010","0111111111","1010101010","1111111111",0.464844,0.058642,0.059071,0.055339,0.003732,0.0,0.0,"⎛ E ⎞⎛      C,G,I      ⎞\n⎝ C ⎠⎝ B,D,E,F,G,H,I,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
77,"1010101010","0111111111","1010101010","0111011101",0.001953,0.036949,0.037342,0.033439,0.003903,0.0,0.0,"⎛ C ⎞⎛     E,G,I     ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
78,"1010101010","0111111111","1010101010","0101010101",0.064453,0.016379,0.016419,0.016407,1.2e-05,0.0,0.0,"⎛ I ⎞⎛   C,E,G   ⎞\n⎝ ∅ ⎠⎝ B,D,F,H,J ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
79,"1010101010","0111111111","1010101010","1010101010",0.072266,0.035622,0.035878,0.035878,0.0,0.0,0.0,"⎛ E ⎞⎛  C,G,I  ⎞\n⎝ ∅ ⎠⎝ C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
80,"1010101010","1111111110","1111111111","1111111111",0.458984,0.088622,0.08901,0.08901,0.0,0.0,0.0,"⎛ E ⎞⎛  A,B,C,D,F,G,H,I  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
81,"1010101010","1111111110","1111111111","0111011101",0.023438,0.081283,0.081635,0.077686,0.003949,0.0,0.0,"⎛ D ⎞⎛ A,B,C,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝   B,C,D,F,G,H   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
82,"1010101010","1111111110","1111111111","0101010101",0.0,0.066274,0.066789,0.066717,7.2e-05,0.0,0.0,"⎛ G ⎞⎛ A,B,C,D,E,F,H,I ⎞\n⎝ ∅ ⎠⎝     B,D,F,H     ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
83,"1010101010","1111111110","1111111111","1010101010",0.001953,0.062059,0.062475,0.062435,4e-05,0.0,0.0,"⎛ B ⎞⎛ A,C,D,E,F,G,H,I ⎞\n⎝ ∅ ⎠⎝    A,C,E,G,I    ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
84,"1010101010","1111111110","0111011101","1111111111",0.472656,0.084644,0.085227,0.085227,0.0,0.0,0.0,"⎛ F ⎞⎛     B,C,D,G,H     ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
85,"1010101010","1111111110","0111011101","0111011101",0.023438,0.063147,0.063543,0.063523,2e-05,0.0,0.0,"⎛ D ⎞⎛  B,C,F,G,H  ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
86,"1010101010","1111111110","0111011101","0101010101",0.0,0.051324,0.051728,0.047732,0.003996,0.0,0.0,"⎛ G ⎞⎛ B,C,D,F,H ⎞\n⎝ ∅ ⎠⎝  B,D,F,H  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
87,"1010101010","1111111110","0111011101","1010101010",0.001953,0.037708,0.037948,0.037948,0.0,0.0,0.0,"⎛ B ⎞⎛ C,D,F,G,H ⎞\n⎝ ∅ ⎠⎝ A,C,E,G,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
88,"1010101010","1111111110","0101010101","1111111111",0.472656,0.079907,0.080306,0.080306,0.0,0.0,0.0,"⎛ F ⎞⎛       B,D,H       ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E,F,G,H,I ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
89,"1010101010","1111111110","0101010101","0111011101",0.023438,0.058712,0.059199,0.059081,0.000118,0.0,0.0,"⎛ D ⎞⎛    B,F,H    ⎞\n⎝ ∅ ⎠⎝ B,C,D,F,G,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
90,"1010101010","1111111110","0101010101","0101010101",0.003906,0.040996,0.04143,0.041422,8e-06,0.0,0.0,"⎛ H ⎞⎛  B,D,F  ⎞\n⎝ ∅ ⎠⎝ B,D,F,H ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
