"indice","estado","condicion","alcance","mecanismo","perdida","tiempo_wall_s","tiempo_cpu_s","cpu_user_s","cpu_sys_s","mem_rss_mb","gpu_mem_mb","particion","plataforma"
21,"100","011","011","011",0.194717,0.001254,0.001319,0.001319,0.0,0.0,0.0,"⎛ B ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
22,"100","011","011","010",0.009645,0.001104,0.001153,0.001153,0.0,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
23,"100","011","011","101",0.149415,0.001103,0.001149,0.001136,1.3e-05,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
24,"100","011","010","111",0.044453,0.00136,0.001408,0.001399,9e-06,0.0,0.0,"⎛ ∅ ⎞⎛ B ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
25,"100","011","010","011",0.044453,0.00137,0.001411,0.001411,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ B ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
26,"100","011","010","010",0.079208,0.001073,0.001121,0.001121,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
27,"100","011","010","101",0.150264,0.001137,0.001203,0.001203,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
28,"100","011","101","111",0.191169,0.001326,0.001389,0.001389,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ C ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
29,"100","011","101","011",0.191169,0.001327,0.001415,0.001415,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ C ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
30,"100","011","101","010",0.009645,0.001054,0.001099,0.001097,2e-06,0.0,0.0,"⎛ C ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
31,"100","011","101","101",0.149415,0.001042,0.001087,0.001086,1e-06,0.0,0.0,"⎛ C ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
32,"100","110","111","111",0.008958,0.001159,0.001207,0.001193,1.4e-05,0.0,0.0,"⎛ B ⎞⎛  A  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
33,"100","110","111","011",0.013858,0.001108,0.001151,0.001142,9e-06,0.0,0.0,"⎛ B ⎞⎛ A ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
34,"100","110","111","010",0.013858,0.00599,0.006143,0.006143,0.0,0.0,0.0,"⎛ B ⎞⎛ A ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
35,"100","110","111","101",0.008554,0.000993,0.001035,0.001035,0.0,0.0,0.0,"⎛ A ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
36,"100","110","011","111",0.008958,0.005806,0.005921,0.001967,0.003954,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
37,"100","110","011","011",0.013858,0.005506,0.005611,0.005611,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
38,"100","110","011","010",0.013858,0.005652,0.005802,0.005802,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
39,"100","110","011","101",0.053411,0.005441,0.005549,0.005549,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
40,"100","110","010","111",0.008958,0.026749,0.027555,0.027542,1.3e-05,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
41,"100","110","010","011",0.013858,0.029945,0.03071,0.026735,0.003975,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
42,"100","110","010","010",0.013858,0.019324,0.019968,0.019968,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
43,"100","110","010","101",0.053411,0.001202,0.00126,0.00126,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
44,"100","110","101","111",0.016216,0.000906,0.000976,0.000976,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ A ⎞\n⎝ A ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
45,"100","110","101","011",0.174585,0.009011,0.009231,0.009231,0.0,0.0,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
46,"100","110","101","010",0.174585,0.001054,0.001149,0.001149,0.0,0.0,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
47,"100","110","101","101",0.008554,0.000972,0.001054,0.001054,0.0,0.0,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
48,"101","111","111","111",0.138644,0.001043,0.001087,0.001087,0.0,0.0,0.0,"⎛ A ⎞⎛  B,C  ⎞\n⎝ ∅ ⎠⎝ A,B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
49,"101","111","111","011",0.03497,0.004075,0.004327,0.00432,7e-06,0.0,0.0,"⎛ A ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
50,"101","111","111","010",0.070742,0.001753,0.001921,0.001921,0.0,0.0,0.0,"⎛ A ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝  B  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
51,"101","111","111","101",0.125135,0.004472,0.004693,0.004693,0.0,0.0,0.0,"⎛ C ⎞⎛ A,B ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
52,"101","111","011","111",0.15234,0.008295,0.008591,0.008585,6e-06,0.0,0.0,"⎛ B ⎞⎛   C   ⎞\n⎝ ∅ ⎠⎝ A,B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
53,"101","111","011","011",0.061549,0.000981,0.001068,0.001068,0.0,0.0,0.0,"⎛ C ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
54,"101","111","011","010",0.135513,0.000878,0.000992,0.000992,0.0,0.0,0.0,"⎛ B ⎞⎛ C ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
55,"101","111","011","101",0.125135,0.001373,0.001487,0.001487,0.0,0.0,0.0,"⎛ C ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
56,"101","111","010","111",0.0363,0.001238,0.001349,0.001326,2.3e-05,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ A ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
57,"101","111","010","011",0.03402,0.001125,0.001211,0.001185,2.6e-05,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
58,"101","111","010","010",0.135513,0.001245,0.00137,0.001346,2.4e-05,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
59,"101","111","010","101",0.150264,0.007703,0.008093,0.00417,0.003923,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ A ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
60,"101","111","101","111",0.138644,0.001273,0.001313,0.001313,0.0,0.0,0.0,"⎛ A ⎞⎛   C   ⎞\n⎝ ∅ ⎠⎝ A,B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
61,"101","111","101","011",0.03497,0.000913,0.000986,0.000986,0.0,0.0,0.0,"⎛ A ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
62,"101","111","101","010",0.070742,0.000929,0.000977,0.000968,9e-06,0.0,0.0,"⎛ A ⎞⎛ C ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
63,"101","111","101","101",0.125135,0.001101,0.00117,0.0,0.00117,0.0,0.0,"⎛ C ⎞⎛  A  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
64,"101","011","111","111",0.0363,0.008658,0.008837,0.008819,1.8e-05,0.0,0.0,"⎛ B ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
65,"101","011","111","011",0.0363,0.001625,0.001682,0.001645,3.7e-05,0.0,0.0,"⎛ B ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
66,"101","011","111","010",0.009645,0.001125,0.00117,0.00117,0.0,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
67,"101","011","111","101",0.149415,0.001139,0.001275,0.001275,0.0,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
68,"101","011","011","111",0.0363,0.001137,0.001191,0.001191,0.0,0.0,0.0,"⎛ B ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
69,"101","011","011","011",0.0363,0.006731,0.006892,0.006892,0.0,0.0,0.0,"⎛ B ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
70,"101","011","011","010",0.009645,0.007893,0.008115,0.004106,0.004009,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
71,"101","011","011","101",0.149415,0.005291,0.005427,0.005427,0.0,0.0,0.0,"⎛ C ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
72,"101","011","010","111",0.0363,0.007275,0.007499,0.007499,0.0,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
73,"101","011","010","011",0.0363,0.001323,0.001358,0.001348,1e-05,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
74,"101","011","010","010",0.079208,0.009305,0.009576,0.009576,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
75,"101","011","010","101",0.150264,0.005761,0.005925,0.005925,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
76,"101","011","101","111",0.171879,0.001277,0.001306,0.001306,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ C ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
77,"101","011","101","011",0.171879,0.00133,0.001362,0.001362,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ C ⎞\n⎝ B ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
78,"101","011","101","010",0.009645,0.001181,0.001223,0.001223,0.0,0.0,0.0,"⎛ C ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
79,"101","011","101","101",0.149415,0.001189,0.001222,0.001195,2.7e-05,0.0,0.0,"⎛ C ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
80,"101","110","111","111",0.064705,0.00131,0.001352,0.001323,2.9e-05,0.0,0.0,"⎛ B ⎞⎛  A  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
81,"101","110","111","011",0.033101,0.001266,0.001373,0.001343,3e-05,0.0,0.0,"⎛ A ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
82,"101","110","111","010",0.033101,0.001219,0.001253,0.001253,0.0,0.0,0.0,"⎛ A ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
83,"101","110","111","101",0.132105,0.001195,0.00122,0.00122,0.0,0.0,0.0,"⎛ A ⎞⎛ B ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
84,"101","110","011","111",0.064705,0.001305,0.001349,0.001349,0.0,0.0,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
85,"101","110","011","011",0.257169,0.001583,0.001691,0.001691,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
86,"101","110","011","010",0.257169,0.00531,0.005566,0.005566,0.0,0.25,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
87,"101","110","011","101",0.178669,0.007918,0.008275,0.008269,6e-06,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
88,"101","110","010","111",0.064705,0.004402,0.004582,0.000627,0.003955,0.258,0.0,"⎛ B ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
89,"101","110","010","011",0.257169,0.005318,0.005516,0.0,0.005516,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
90,"101","110","010","010",0.257169,0.008684,0.008955,0.004927,0.004028,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
91,"101","110","010","101",0.178669,0.007588,0.007803,0.007803,0.0,0.0,0.0,"⎛ B ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
92,"101","110","101","111",0.140514,0.008584,0.008884,0.008865,1.9e-05,0.0,0.0,"⎛ A ⎞⎛  ∅  ⎞\n⎝ ∅ ⎠⎝ A,B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
93,"101","110","101","011",0.033101,0.01211,0.012298,0.012298,0.0,0.258,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
94,"101","110","101","010",0.033101,0.007941,0.008127,0.008125,2e-06,0.0,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ B ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
95,"101","110","101","101",0.132105,0.004222,0.004268,0.004262,6e-06,0.0,0.0,"⎛ A ⎞⎛ ∅ ⎞\n⎝ ∅ ⎠⎝ A ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
