"indice","estado","condicion","alcance","mecanismo","perdida","tiempo_wall_s","tiempo_cpu_s","cpu_user_s","cpu_sys_s","mem_rss_mb","gpu_mem_mb","particion","plataforma"
25,"10000","01111","01010","01110",0.0,0.005578,0.005707,0.005707,0.0,0.0,0.0,"⎛ B ⎞⎛  D  ⎞\n⎝ D ⎠⎝ B,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
26,"10000","01111","01010","01010",0.125,0.011727,0.011955,0.008015,0.00394,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
27,"10000","01111","01010","10101",0.125,0.009201,0.009365,0.009365,0.0,0.0,0.0,"⎛ B ⎞⎛  D  ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
28,"10000","01111","10101","11111",0.0,0.002099,0.002276,0.002276,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  C,E  ⎞\n⎝ C ⎠⎝ B,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
29,"10000","01111","10101","01110",0.25,0.00552,0.005598,0.001638,0.00396,0.0,0.0,"⎛ C ⎞⎛   E   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
30,"10000","01111","10101","01010",0.0625,0.007125,0.007272,0.007272,0.0,0.0,0.0,"⎛ E ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
31,"10000","01111","10101","10101",0.0,0.002094,0.00222,0.00222,0.0,0.0,0.0,"⎛ C ⎞⎛  E  ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
32,"10000","11110","11111","11111",0.25,0.002313,0.002371,0.002371,0.0,0.0,0.0,"⎛ D ⎞⎛  A,B,C  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
33,"10000","11110","11111","01110",0.0625,0.002009,0.002032,0.002032,0.0,0.0,0.0,"⎛ C ⎞⎛ A,B,D ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
34,"10000","11110","11111","01010",0.0,0.001341,0.001431,0.001431,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C ⎞\n⎝ ∅ ⎠⎝  B,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
35,"10000","11110","11111","10101",0.0,0.001144,0.001185,0.001185,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C ⎞\n⎝ ∅ ⎠⎝  A,C  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
36,"10000","11110","01110","11111",0.25,0.006946,0.007049,0.003184,0.003865,0.0,0.0,"⎛ D ⎞⎛   B,C   ⎞\n⎝ ∅ ⎠⎝ A,B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
37,"10000","11110","01110","01110",0.0625,0.007266,0.007439,0.007439,0.0,0.0,0.0,"⎛ C ⎞⎛  B,D  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
38,"10000","11110","01110","01010",0.0,0.001238,0.001258,0.001223,3.5e-05,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
39,"10000","11110","01110","10101",0.0,0.001645,0.001776,0.001726,5e-05,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
40,"10000","11110","01010","11111",0.0,0.001898,0.001941,0.001935,6e-06,0.0,0.0,"⎛ ∅ ⎞⎛  B,D  ⎞\n⎝ A ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
41,"10000","11110","01010","01110",0.25,0.005091,0.005235,0.005235,0.0,0.0,0.0,"⎛ D ⎞⎛   B   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
42,"10000","11110","01010","01010",0.0,0.004702,0.004898,0.004891,7e-06,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
43,"10000","11110","01010","10101",0.0,0.005656,0.00578,0.00578,0.0,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
44,"10000","11110","10101","11111",0.5,0.008519,0.008658,0.008658,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  A,C  ⎞\n⎝ A ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
45,"10000","11110","10101","01110",0.0625,0.011196,0.011345,0.011345,0.0,0.0,0.0,"⎛ C ⎞⎛   A   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
46,"10000","11110","10101","01010",0.25,0.001932,0.001996,0.001996,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ A,C ⎞\n⎝ B ⎠⎝  D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
47,"10000","11110","10101","10101",0.0625,0.00135,0.001417,0.001417,0.0,0.0,0.0,"⎛ A ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
48,"10101","11111","11111","11111",0.34375,0.00168,0.001817,0.001817,0.0,0.0,0.0,"⎛ A ⎞⎛  B,C,D,E  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
49,"10101","11111","11111","01110",0.0,0.007159,0.007331,0.007331,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C,E ⎞\n⎝ ∅ ⎠⎝  B,C,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
50,"10101","11111","11111","01010",0.0,0.000915,0.000956,0.000956,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C,E ⎞\n⎝ ∅ ⎠⎝   B,D   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
51,"10101","11111","11111","10101",0.03125,0.001045,0.001139,0.00113,9e-06,0.0,0.0,"⎛ B ⎞⎛ A,C,D,E ⎞\n⎝ ∅ ⎠⎝  A,C,E  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
52,"10101","11111","01110","11111",0.0,0.001235,0.001304,0.001289,1.5e-05,0.012,0.0,"⎛ ∅ ⎞⎛  B,C,D  ⎞\n⎝ B ⎠⎝ A,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
53,"10101","11111","01110","01110",0.0,0.000934,0.001003,0.000994,9e-06,0.0,0.0,"⎛ D ⎞⎛  B,C  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
54,"10101","11111","01110","01010",0.0,0.003836,0.004239,0.004239,0.0,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
55,"10101","11111","01110","10101",0.03125,0.001026,0.001182,0.00115,3.2e-05,0.0,0.0,"⎛ B ⎞⎛  C,D  ⎞\n⎝ ∅ ⎠⎝ A,C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
56,"10101","11111","01010","11111",0.0,0.017962,0.018441,0.018441,0.0,0.0,0.0,"⎛ ∅ ⎞⎛   B,D   ⎞\n⎝ B ⎠⎝ A,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
57,"10101","11111","01010","01110",0.0,0.001491,0.001655,0.001655,0.0,0.0,0.0,"⎛ D ⎞⎛   B   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
58,"10101","11111","01010","01010",0.0,0.006434,0.00679,0.006769,2.1e-05,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
59,"10101","11111","01010","10101",0.03125,0.00148,0.001518,0.001518,0.0,0.0,0.0,"⎛ B ⎞⎛   D   ⎞\n⎝ ∅ ⎠⎝ A,C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
60,"10101","11111","10101","11111",0.0,0.01497,0.015357,0.015263,9.4e-05,0.0,0.0,"⎛ ∅ ⎞⎛  A,C,E  ⎞\n⎝ D ⎠⎝ A,B,C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
61,"10101","11111","10101","01110",0.09375,0.001663,0.001705,0.001657,4.8e-05,0.0,0.0,"⎛ C ⎞⎛  A,E  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
62,"10101","11111","10101","01010",0.03125,0.045575,0.046814,0.046734,8e-05,0.008,0.0,"⎛ C ⎞⎛ A,E ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
63,"10101","11111","10101","10101",0.125,0.00222,0.002374,0.002374,0.0,0.0,0.0,"⎛ E ⎞⎛  A,C  ⎞\n⎝ ∅ ⎠⎝ A,C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
64,"10101","01111","11111","11111",0.25,0.001589,0.001649,0.001622,2.7e-05,0.0,0.0,"⎛ C ⎞⎛  B,D,E  ⎞\n⎝ ∅ ⎠⎝ B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
65,"10101","01111","11111","01110",0.1875,0.001547,0.001592,0.001592,0.0,0.0,0.0,"⎛ E ⎞⎛ B,C,D ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
66,"10101","01111","11111","01010",0.0625,0.024115,0.024644,0.01666,0.007984,0.051,0.0,"⎛ E ⎞⎛ B,C,D ⎞\n⎝ ∅ ⎠⎝  B,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
67,"10101","01111","11111","10101",0.125,0.004909,0.005147,0.005115,3.2e-05,0.0,0.0,"⎛ B ⎞⎛ C,D,E ⎞\n⎝ ∅ ⎠⎝  C,E  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
68,"10101","01111","01110","11111",0.0,0.009527,0.009801,0.005981,0.00382,0.0,0.0,"⎛ ∅ ⎞⎛ B,C,D ⎞\n⎝ B ⎠⎝ C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
69,"10101","01111","01110","01110",0.25,0.001424,0.001464,0.001443,2.1e-05,0.0,0.0,"⎛ C ⎞⎛  B,D  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
70,"10101","01111","01110","01010",0.125,0.006866,0.007051,0.007051,0.0,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
71,"10101","01111","01110","10101",0.125,0.001367,0.001419,0.001419,0.0,0.0,0.0,"⎛ B ⎞⎛ C,D ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
72,"10101","01111","01010","11111",0.0,0.008095,0.008376,0.004484,0.003892,0.0,0.0,"⎛ ∅ ⎞⎛  B,D  ⎞\n⎝ B ⎠⎝ C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
73,"10101","01111","01010","01110",0.25,0.006428,0.006554,0.006554,0.0,0.195,0.0,"⎛ ∅ ⎞⎛ B,D ⎞\n⎝ B ⎠⎝ C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
74,"10101","01111","01010","01010",0.125,0.028882,0.029784,0.029759,2.5e-05,0.246,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
75,"10101","01111","01010","10101",0.125,0.003677,0.003877,0.003798,7.9e-05,0.0,0.0,"⎛ B ⎞⎛  D  ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
76,"10101","01111","10101","11111",0.0,0.026818,0.027661,0.027661,0.0,0.258,0.0,"⎛ ∅ ⎞⎛  C,E  ⎞\n⎝ D ⎠⎝ B,C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
77,"10101","01111","10101","01110",0.125,0.015152,0.015451,0.015451,0.0,0.234,0.0,"⎛ E ⎞⎛  C  ⎞\n⎝ C ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
78,"10101","01111","10101","01010",0.0625,0.010815,0.010924,0.010924,0.0,0.0,0.0,"⎛ E ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
79,"10101","01111","10101","10101",0.1875,0.008514,0.008757,0.008757,0.0,0.0,0.0,"⎛ E ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
80,"10101","11110","11111","11111",0.25,0.00697,0.007074,0.007048,2.6e-05,0.0,0.0,"⎛ D ⎞⎛  A,B,C  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
81,"10101","11110","11111","01110",0.125,0.018521,0.018795,0.018781,1.4e-05,0.254,0.0,"⎛ A ⎞⎛ B,C,D ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
82,"10101","11110","11111","01010",0.0,0.017945,0.018227,0.014295,0.003932,0.258,0.0,"⎛ D ⎞⎛ A,B,C ⎞\n⎝ ∅ ⎠⎝  B,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
83,"10101","11110","11111","10101",0.125,0.007676,0.007887,0.007887,0.0,0.0,0.0,"⎛ A ⎞⎛ B,C,D ⎞\n⎝ ∅ ⎠⎝  A,C  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
84,"10101","11110","01110","11111",0.0,0.001463,0.001546,0.0,0.001546,0.0,0.0,"⎛ ∅ ⎞⎛ B,C,D ⎞\n⎝ B ⎠⎝ A,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
85,"10101","11110","01110","01110",0.25,0.008087,0.008316,0.004312,0.004004,0.0,0.0,"⎛ D ⎞⎛  B,C  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
86,"10101","11110","01110","01010",0.0,0.00135,0.001404,0.001404,0.0,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
87,"10101","11110","01110","10101",0.125,0.007458,0.007652,0.003694,0.003958,0.0,0.0,"⎛ B ⎞⎛ C,D ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
88,"10101","11110","01010","11111",0.0,0.0066,0.006693,0.006693,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  B,D  ⎞\n⎝ B ⎠⎝ A,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
89,"10101","11110","01010","01110",0.25,0.007792,0.008021,0.00802,1e-06,0.082,0.0,"⎛ D ⎞⎛   B   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
90,"10101","11110","01010","01010",0.0,0.00125,0.001313,0.001313,0.0,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
91,"10101","11110","01010","10101",0.125,0.006796,0.006992,0.006906,8.6e-05,0.0,0.0,"⎛ B ⎞⎛  D  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
92,"10101","11110","10101","11111",0.0,0.001378,0.001408,0.001408,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  A,C  ⎞\n⎝ C ⎠⎝ A,B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
93,"10101","11110","10101","01110",0.0,0.006304,0.006601,0.006601,0.0,0.0,0.0,"⎛ A ⎞⎛  C  ⎞\n⎝ C ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
94,"10101","11110","10101","01010",0.125,0.007126,0.007355,0.007331,2.4e-05,0.258,0.0,"⎛ A ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
95,"10101","11110","10101","10101",0.125,0.001376,0.001411,0.001411,0.0,0.0,0.0,"⎛ A ⎞⎛  C  ⎞\n⎝ ∅ ⎠⎝ A,C ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
