"indice","estado","condicion","alcance","mecanismo","perdida","tiempo_wall_s","tiempo_cpu_s","cpu_user_s","cpu_sys_s","mem_rss_mb","gpu_mem_mb","particion","plataforma"
0,"10000","11111","11111","11111",0.375,0.075787,0.076137,0.076136,1e-06,0.0,0.0,"⎛ E ⎞⎛  A,B,C,D  ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
1,"10000","11111","11111","01110",0.0,0.013135,0.013502,0.013502,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C,E ⎞\n⎝ ∅ ⎠⎝  B,C,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
2,"10000","11111","11111","01010",0.0,0.003175,0.003262,0.003262,0.0,0.0,0.0,"⎛ D ⎞⎛ A,B,C,E ⎞\n⎝ ∅ ⎠⎝   B,D   ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
3,"10000","11111","11111","10101",0.0,0.023022,0.023319,0.023319,0.0,0.0,0.0,"⎛ A,B,C ⎞⎛ D,E ⎞\n⎝  A,C  ⎠⎝  E  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
4,"10000","11111","01110","11111",0.4375,0.016401,0.016543,0.016543,0.0,0.0,0.0,"⎛ D ⎞⎛   B,C   ⎞\n⎝ C ⎠⎝ A,B,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
5,"10000","11111","01110","01110",0.0,0.014664,0.015122,0.015122,0.0,0.0,0.0,"⎛ D ⎞⎛  B,C  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
6,"10000","11111","01110","01010",0.0,0.002403,0.002468,0.002468,0.0,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
7,"10000","11111","01110","10101",0.0,0.010139,0.010301,0.010301,0.0,0.0,0.0,"⎛ B,C ⎞⎛ D ⎞\n⎝ A,C ⎠⎝ E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
8,"10000","11111","01010","11111",0.0,0.002358,0.002404,0.002372,3.2e-05,0.0,0.0,"⎛ ∅ ⎞⎛   B,D   ⎞\n⎝ A ⎠⎝ B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
9,"10000","11111","01010","01110",0.0,0.002415,0.002443,0.00241,3.3e-05,0.0,0.0,"⎛ D ⎞⎛   B   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
10,"10000","11111","01010","01010",0.0,0.002279,0.002393,0.002393,0.0,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
11,"10000","11111","01010","10101",0.0,0.003065,0.003178,0.0,0.003178,0.0,0.0,"⎛  B  ⎞⎛ D ⎞\n⎝ A,C ⎠⎝ E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
12,"10000","11111","10101","11111",0.375,0.025804,0.026052,0.022022,0.00403,0.0,0.0,"⎛ E ⎞⎛    A,C    ⎞\n⎝ ∅ ⎠⎝ A,B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
13,"10000","11111","10101","01110",0.125,0.007977,0.00821,0.00821,0.0,0.0,0.0,"⎛ E ⎞⎛  A,C  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
14,"10000","11111","10101","01010",0.03125,0.028108,0.028541,0.028541,0.0,0.0,0.0,"⎛ C ⎞⎛ A,E ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
15,"10000","11111","10101","10101",0.0,0.01258,0.01295,0.01295,0.0,0.0,0.0,"⎛ C ⎞⎛ A,E ⎞\n⎝ A ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
16,"10000","01111","11111","11111",0.3125,0.012081,0.012121,0.008117,0.004004,0.0,0.0,"⎛ E ⎞⎛  B,C,D  ⎞\n⎝ ∅ ⎠⎝ B,C,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
17,"10000","01111","11111","01110",0.125,0.011482,0.011512,0.011512,0.0,0.0,0.0,"⎛ B ⎞⎛ C,D,E ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
18,"10000","01111","11111","01010",0.0625,0.022699,0.022928,0.022928,0.0,0.0,0.0,"⎛ E ⎞⎛ B,C,D ⎞\n⎝ ∅ ⎠⎝  B,D  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
19,"10000","01111","11111","10101",0.0,0.002313,0.00244,0.00244,0.0,0.0,0.0,"⎛ C ⎞⎛ B,D,E ⎞\n⎝ ∅ ⎠⎝  C,E  ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
20,"10000","01111","01110","11111",0.5,0.006319,0.006365,0.006365,0.0,0.0,0.0,"⎛ ∅ ⎞⎛ B,C,D ⎞\n⎝ C ⎠⎝ B,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
21,"10000","01111","01110","01110",0.125,0.004175,0.004295,0.000304,0.003991,0.0,0.0,"⎛ B ⎞⎛  C,D  ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
22,"10000","01111","01110","01010",0.125,0.014146,0.014475,0.010439,0.004036,0.0,0.0,"⎛ D ⎞⎛ B,C ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
23,"10000","01111","01110","10101",0.0,0.003774,0.003793,0.003741,5.2e-05,0.0,0.0,"⎛ C ⎞⎛ B,D ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
24,"10000","01111","01010","11111",0.5,0.006321,0.006386,0.006386,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  B,D  ⎞\n⎝ C ⎠⎝ B,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
25,"10000","01111","01010","01110",0.0,0.003799,0.003882,0.003882,0.0,0.0,0.0,"⎛  D  ⎞⎛ B ⎞\n⎝ B,C ⎠⎝ D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
26,"10000","01111","01010","01010",0.125,0.00276,0.002793,0.002793,0.0,0.0,0.0,"⎛ D ⎞⎛  B  ⎞\n⎝ ∅ ⎠⎝ B,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
27,"10000","01111","01010","10101",0.125,0.002574,0.002577,0.002577,0.0,0.0,0.0,"⎛ B ⎞⎛  D  ⎞\n⎝ ∅ ⎠⎝ C,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
28,"10000","01111","10101","11111",0.0,0.00404,0.004244,0.004244,0.0,0.0,0.0,"⎛ ∅ ⎞⎛  C,E  ⎞\n⎝ C ⎠⎝ B,D,E ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
29,"10000","01111","10101","01110",0.25,0.011509,0.011693,0.011693,0.0,0.0,0.0,"⎛ C ⎞⎛   E   ⎞\n⎝ ∅ ⎠⎝ B,C,D ⎠","Linux:AMD EPYC 7302 16-Core Processor:503GB-RAM"
